Reinfection,Total Cases by Date of Specimen collection,Total Antigen Cases by Date of Specimen Collection,Total Molecular Cases by Date of Specimen Collection,Death by Date of Death,County,Date
2,29,10,19,2,Halifax,2022-02-04
3,34,8,26,2,Halifax,2022-02-03
18,172,34,138,2,Halifax,2022-01-24
19,203,29,174,2,Halifax,2022-01-14
23,242,23,219,2,Halifax,2022-01-11
2,50,15,35,2,Harnett,2021-12-15
8,177,54,123,2,Harnett,2022-02-01
13,240,39,201,2,Harnett,2022-01-15
21,268,54,214,2,Harnett,2022-01-26
34,498,107,391,2,Harnett,2022-01-24
38,555,119,436,2,Harnett,2022-01-14
42,382,97,285,2,Harnett,2022-01-17
0,27,10,17,2,Haywood,2022-02-11
0,4,1,3,2,Haywood,2022-03-04
0,7,2,5,2,Haywood,2022-03-08
1,22,5,17,2,Haywood,2022-02-15
1,12,4,8,2,Haywood,2022-03-07
1,3,1,2,2,Haywood,2022-03-09
3,13,8,5,2,Haywood,2022-02-20
4,65,21,44,2,Haywood,2021-12-27
4,65,19,46,2,Haywood,2022-02-03
0,7,2,5,2,Henderson,2022-03-10
1,14,2,12,2,Henderson,2022-01-16
2,19,8,11,2,Henderson,2022-04-26
6,89,27,62,2,Henderson,2022-01-08
6,55,19,36,2,Henderson,2022-01-30
7,78,23,55,2,Henderson,2022-01-22
7,49,21,28,2,Henderson,2022-02-05
8,123,40,83,2,Henderson,2022-02-02
9,38,19,19,2,Henderson,2022-02-21
10,137,18,119,2,Henderson,2021-12-28
11,103,37,66,2,Henderson,2022-01-09
11,92,37,55,2,Henderson,2022-01-23
15,156,50,106,2,Henderson,2022-01-27
18,184,71,113,2,Henderson,2022-01-03
18,137,54,83,2,Henderson,2022-01-28
22,277,82,195,2,Henderson,2022-01-13
29,276,100,176,2,Henderson,2022-01-19
1,50,11,39,2,Hoke,2022-02-03
7,116,19,97,2,Hoke,2022-01-26
18,277,17,260,2,Hoke,2022-01-13
0,2,1,1,2,Iredell,2022-03-05
1,37,9,28,2,Iredell,2022-02-12
2,62,19,43,2,Iredell,2021-12-18
2,36,14,22,2,Iredell,2022-02-13
3,91,21,70,2,Iredell,2022-01-29
3,43,14,29,2,Iredell,2022-02-18
4,152,52,100,2,Iredell,2021-12-22
5,106,45,61,2,Iredell,2022-02-09
7,80,30,50,2,Iredell,2022-02-14
13,192,96,96,2,Iredell,2022-01-02
13,220,65,155,2,Iredell,2022-01-15
16,320,109,211,2,Iredell,2021-12-27
20,334,113,221,2,Iredell,2022-01-21
28,334,102,232,2,Iredell,2022-01-31
32,506,159,347,2,Iredell,2022-01-20
37,451,190,261,2,Iredell,2022-01-03
42,479,168,311,2,Iredell,2022-01-06
65,633,242,391,2,Iredell,2022-01-10
0,5,3,2,2,Johnston,2022-03-27
1,31,8,23,2,Johnston,2022-02-19
1,24,2,22,2,Johnston,2022-03-01
2,41,13,28,2,Johnston,2022-02-13
2,16,3,13,2,Johnston,2022-02-26
3,15,4,11,2,Johnston,2022-03-03
6,85,21,64,2,Johnston,2022-02-16
8,204,26,178,2,Johnston,2022-01-02
8,97,24,73,2,Johnston,2022-02-14
9,97,17,80,2,Johnston,2022-01-22
11,109,26,83,2,Johnston,2022-02-10
11,88,19,69,2,Johnston,2022-02-15
16,330,78,252,2,Johnston,2022-01-28
20,409,59,350,2,Johnston,2022-01-27
63,852,164,688,2,Johnston,2022-01-17
68,969,159,810,2,Johnston,2022-01-14
76,859,130,729,2,Johnston,2022-01-03
0,20,0,20,2,Lee,2021-12-14
0,7,1,6,2,Lee,2021-12-25
1,23,3,20,2,Lee,2022-01-22
0,6,3,3,2,Lenoir,2022-02-17
0,9,4,5,2,Lenoir,2022-02-28
0,4,0,4,2,Lenoir,2022-03-01
0,2,0,2,2,Lenoir,2022-03-23
2,25,5,20,2,Lenoir,2021-12-22
5,33,12,21,2,Lenoir,2022-02-08
8,105,28,77,2,Lenoir,2022-01-27
9,100,17,83,2,Lenoir,2022-01-28
0,1,0,1,2,Lincoln,2022-03-16
2,14,7,7,2,Lincoln,2022-02-20
5,49,11,38,2,Lincoln,2022-02-10
6,45,11,34,2,Lincoln,2022-01-29
12,78,22,56,2,Lincoln,2022-02-07
18,185,61,124,2,Lincoln,2022-01-21
21,163,69,94,2,Lincoln,2022-01-31
23,286,67,219,2,Lincoln,2022-01-18
33,253,69,184,2,Lincoln,2022-01-20
1,16,2,14,2,Macon,2022-02-10
5,61,18,43,2,Macon,2022-01-19
4,18,0,18,2,Martin,2022-02-03
6,91,28,63,2,McDowell,2022-02-07
9,60,14,46,2,McDowell,2022-02-08
15,148,52,96,2,McDowell,2022-01-20
0,49,17,32,2,Mecklenburg,2022-03-17
1,22,4,18,2,Mecklenburg,2022-03-20
4,93,18,75,2,Mecklenburg,2022-03-01
5,137,28,109,2,Mecklenburg,2022-02-25
5,66,12,54,2,Mecklenburg,2022-03-08
9,129,23,106,2,Mecklenburg,2022-02-28
13,237,41,196,2,Mecklenburg,2022-02-17
17,459,92,367,2,Mecklenburg,2021-12-14
18,484,70,414,2,Mecklenburg,2021-12-15
19,367,25,342,2,Mecklenburg,2021-12-25
24,218,43,175,2,Mecklenburg,2022-04-19
25,263,43,220,2,Mecklenburg,2022-06-04
30,397,69,328,2,Mecklenburg,2022-02-11
41,400,52,348,2,Mecklenburg,2022-05-04
47,499,80,419,2,Mecklenburg,2022-05-23
54,1223,106,1117,2,Mecklenburg,2021-12-20
156,2141,438,1703,2,Mecklenburg,2021-12-31
212,2944,358,2586,2,Mecklenburg,2021-12-27
285,3657,651,3006,2,Mecklenburg,2022-01-03
2,10,0,10,2,Montgomery,2022-02-05
0,23,3,20,2,Moore,2022-02-12
0,3,1,2,2,Moore,2022-03-09
1,26,5,21,2,Moore,2022-01-30
1,50,6,44,2,Moore,2022-02-08
1,51,15,36,2,Moore,2022-02-11
1,39,10,29,2,Moore,2022-02-15
2,52,14,38,2,Moore,2022-02-09
5,48,8,40,2,Moore,2022-02-10
7,203,23,180,2,Moore,2022-01-09
10,105,18,87,2,Moore,2022-02-02
17,317,38,279,2,Moore,2022-01-05
23,309,52,257,2,Moore,2022-01-20
29,472,53,419,2,Moore,2022-01-11
33,424,62,362,2,Moore,2022-01-19
0,1,0,1,2,Nash,2022-03-06
2,46,4,42,2,Nash,2021-12-15
3,34,3,31,2,Nash,2022-02-10
4,40,2,38,2,Nash,2022-01-16
5,34,4,30,2,Nash,2022-01-30
10,82,11,71,2,Nash,2022-02-02
15,92,7,85,2,Nash,2022-01-15
22,282,34,248,2,Nash,2022-01-24
41,456,31,425,2,Nash,2022-01-03
45,579,52,527,2,Nash,2022-01-10
46,387,26,361,2,Nash,2022-01-19
0,10,2,8,2,New Hanover,2022-02-27
1,66,17,49,2,New Hanover,2022-02-16
1,20,9,11,2,New Hanover,2022-02-19
6,88,24,64,2,New Hanover,2022-01-01
8,113,23,90,2,New Hanover,2022-01-29
8,208,34,174,2,New Hanover,2022-02-04
9,132,32,100,2,New Hanover,2022-02-08
11,300,62,238,2,New Hanover,2022-01-28
16,258,84,174,2,New Hanover,2021-12-31
16,249,46,203,2,New Hanover,2022-02-01
40,689,133,556,2,New Hanover,2022-01-12
61,872,297,575,2,New Hanover,2022-01-18
3,18,7,11,2,Northampton,2022-01-27
0,116,10,106,2,Onslow,2021-12-20
0,32,4,28,2,Onslow,2022-02-13
0,7,0,7,2,Onslow,2022-02-26
0,10,4,6,2,Onslow,2022-03-02
1,38,5,33,2,Onslow,2022-02-18
2,74,6,68,2,Onslow,2022-02-11
2,37,4,33,2,Onslow,2022-02-12
3,96,13,83,2,Onslow,2022-02-09
3,54,5,49,2,Onslow,2022-02-22
5,67,2,65,2,Onslow,2022-02-06
6,46,1,45,2,Onslow,2022-02-05
6,147,17,130,2,Onslow,2022-02-10
12,245,35,210,2,Onslow,2022-02-02
13,311,9,302,2,Onslow,2022-01-15
41,789,87,702,2,Onslow,2022-01-24
43,549,108,441,2,Onslow,2022-01-14
48,756,109,647,2,Onslow,2022-01-20
1,36,3,33,2,Orange,2022-02-18
22,555,19,536,2,Orange,2022-01-19
1,43,8,35,2,Pasquotank,2022-01-28
1,19,5,14,2,Pasquotank,2022-02-04
7,103,20,83,2,Pasquotank,2022-01-18
,0,0,0,2,Pender,2022-03-26
3,24,4,20,2,Pender,2022-02-11
3,73,3,70,2,Person,2022-01-25
1,18,0,18,2,Pitt,2022-02-20
1,7,1,6,2,Pitt,2022-02-26
2,35,11,24,2,Pitt,2021-12-24
18,247,11,236,2,Pitt,2022-01-23
25,241,24,217,2,Pitt,2022-02-01
42,483,39,444,2,Pitt,2022-01-25
46,450,52,398,2,Pitt,2022-01-26
105,1048,63,985,2,Pitt,2022-01-10
105,907,58,849,2,Pitt,2022-01-12
110,1030,86,944,2,Pitt,2022-01-18
1,19,9,10,2,Polk,2022-01-28
0,16,3,13,2,Randolph,2022-02-20
0,10,2,8,2,Randolph,2022-03-07
0,3,0,3,2,Randolph,2022-03-17
0,3,1,2,2,Randolph,2022-04-08
2,77,27,50,2,Randolph,2021-12-14
2,26,4,22,2,Randolph,2022-02-12
2,44,12,32,2,Randolph,2022-02-16
3,21,7,14,2,Randolph,2022-02-13
4,46,7,39,2,Randolph,2022-02-06
7,112,48,64,2,Randolph,2022-01-02
7,32,9,23,2,Randolph,2022-02-17
11,87,34,53,2,Randolph,2022-02-04
13,157,39,118,2,Randolph,2022-02-01
17,161,33,128,2,Randolph,2022-01-23
19,271,69,202,2,Randolph,2022-01-26
23,238,52,186,2,Randolph,2022-01-15
26,265,80,185,2,Randolph,2021-12-28
30,323,108,215,2,Randolph,2022-01-21
31,405,80,325,2,Randolph,2022-01-14
33,396,98,298,2,Randolph,2022-01-24
49,470,94,376,2,Randolph,2022-01-13
0,9,2,7,2,Richmond,2022-01-22
1,5,1,4,2,Richmond,2022-02-06
2,14,3,11,2,Richmond,2022-01-29
6,53,22,31,2,Richmond,2022-02-07
9,122,10,112,2,Richmond,2022-01-03
19,148,38,110,2,Richmond,2022-01-20
19,178,47,131,2,Richmond,2022-01-24
0,16,7,9,2,Robeson,2022-02-23
1,12,6,6,2,Robeson,2022-02-25
1,3,0,3,2,Robeson,2022-03-13
3,28,16,12,2,Robeson,2022-02-21
4,74,18,56,2,Robeson,2022-02-08
4,32,9,23,2,Robeson,2022-02-17
5,57,23,34,2,Robeson,2022-02-09
5,23,9,14,2,Robeson,2022-02-18
7,87,31,56,2,Robeson,2022-01-21
13,83,58,25,2,Robeson,2022-01-16
24,111,50,61,2,Robeson,2022-02-07
39,449,154,295,2,Robeson,2022-01-05
0,11,0,11,2,Rockingham,2021-12-25
0,14,2,12,2,Rockingham,2022-02-13
1,15,1,14,2,Rockingham,2022-02-25
1,13,0,13,2,Rockingham,2022-03-02
3,72,8,64,2,Rockingham,2022-02-03
3,63,4,59,2,Rockingham,2022-02-04
12,209,21,188,2,Rockingham,2022-01-21
15,130,9,121,2,Rockingham,2022-01-31
17,277,54,223,2,Rockingham,2022-01-06
18,199,38,161,2,Rockingham,2021-12-29
23,332,27,305,2,Rockingham,2022-01-11
,0,0,0,2,Rowan,2022-03-05
,0,0,0,2,Rowan,2022-03-19
0,6,2,4,2,Rowan,2022-03-10
0,4,0,4,2,Rowan,2022-03-20
1,12,1,11,2,Rowan,2022-02-24
2,65,4,61,2,Rowan,2021-12-15
3,22,2,20,2,Rowan,2022-04-26
4,36,6,30,2,Rowan,2022-02-21
6,104,9,95,2,Rowan,2022-02-04
10,162,29,133,2,Rowan,2022-01-08
13,108,35,73,2,Rowan,2022-01-23
15,256,38,218,2,Rowan,2022-01-21
45,359,88,271,2,Rowan,2022-01-03
0,23,3,20,2,Rutherford,2021-12-21
0,9,2,7,2,Rutherford,2022-02-13
1,4,1,3,2,Rutherford,2022-03-02
3,13,8,5,2,Rutherford,2022-01-16
4,90,38,52,2,Rutherford,2022-02-01
6,73,14,59,2,Rutherford,2022-02-03
6,46,15,31,2,Rutherford,2022-02-09
8,37,13,24,2,Rutherford,2022-01-01
8,203,126,77,2,Rutherford,2022-01-25
18,195,77,118,2,Rutherford,2022-01-24
0,7,3,4,2,Sampson,2022-02-06
0,34,10,24,2,Sampson,2022-02-08
0,2,0,2,2,Sampson,2022-02-20
1,18,7,11,2,Sampson,2022-02-23
3,28,13,15,2,Sampson,2022-02-16
4,156,55,101,2,Sampson,2022-01-26
10,192,73,119,2,Sampson,2022-01-25
0,12,7,5,2,Scotland,2022-01-30
4,33,8,25,2,Scotland,2022-02-01
6,78,13,65,2,Scotland,2022-01-09
11,115,35,80,2,Scotland,2022-01-24
0,5,0,5,2,Stanly,2022-03-01
8,62,30,32,2,Stanly,2022-01-23
10,52,3,49,2,Stanly,2022-02-04
18,111,16,95,2,Stanly,2022-01-31
20,213,85,128,2,Stanly,2022-01-03
23,266,40,226,2,Stanly,2022-01-14
37,311,67,244,2,Stanly,2022-01-13
51,358,65,293,2,Stanly,2022-01-12
0,12,0,12,2,Stokes,2022-02-12
1,19,5,14,2,Stokes,2022-01-29
1,3,0,3,2,Stokes,2022-03-05
2,41,5,36,2,Stokes,2022-02-03
3,27,2,25,2,Stokes,2022-02-10
10,106,18,88,2,Stokes,2022-01-25
17,131,19,112,2,Stokes,2022-01-18
,0,0,0,2,Surry,2022-03-19
0,7,0,7,2,Surry,2022-03-14
1,7,2,5,2,Surry,2022-03-03
2,58,29,29,2,Surry,2022-01-30
3,22,7,15,2,Surry,2022-02-22
4,47,12,35,2,Surry,2022-02-11
10,79,34,45,2,Surry,2022-01-02
22,225,72,153,2,Surry,2022-01-14
25,346,121,225,2,Surry,2022-01-10
31,321,78,243,2,Surry,2022-01-12
1,5,0,5,2,Swain,2021-12-21
2,11,4,7,2,Swain,2022-02-09
1,25,4,21,2,Transylvania,2022-02-04
0,14,1,13,2,Union,2022-03-28
1,14,5,9,2,Union,2022-03-08
3,41,11,30,2,Union,2022-02-21
5,188,27,161,2,Union,2021-12-22
5,53,15,38,2,Union,2022-02-18
8,88,17,71,2,Union,2022-02-14
9,180,45,135,2,Union,2022-02-02
10,170,44,126,2,Union,2022-02-07
11,99,29,70,2,Union,2022-02-09
21,383,112,271,2,Union,2022-01-15
27,297,61,236,2,Union,2022-01-28
30,523,109,414,2,Union,2021-12-28
41,575,153,422,2,Union,2022-01-03
49,568,107,461,2,Union,2022-01-21
60,862,159,703,2,Union,2022-01-11
65,768,172,596,2,Union,2022-01-04
86,891,174,717,2,Union,2022-01-12
0,4,2,2,2,Vance,2022-04-11
4,23,3,20,2,Vance,2022-01-30
1,44,8,36,2,Wake,2022-03-06
1,97,4,93,2,Wake,2022-03-08
2,126,15,111,2,Wake,2022-02-26
4,45,8,37,2,Wake,2022-03-20
5,124,12,112,2,Wake,2022-03-03
5,61,8,53,2,Wake,2022-03-12
6,83,7,76,2,Wake,2022-03-10
6,122,13,109,2,Wake,2022-03-21
9,219,32,187,2,Wake,2022-02-24
14,437,42,395,2,Wake,2021-12-15
14,243,17,226,2,Wake,2022-04-14
15,297,31,266,2,Wake,2022-02-22
27,384,40,344,2,Wake,2022-02-21
34,757,46,711,2,Wake,2022-02-05
34,570,51,519,2,Wake,2022-02-11
41,789,52,737,2,Wake,2021-12-20
42,667,64,603,2,Wake,2022-05-02
68,1101,98,1003,2,Wake,2022-02-03
73,999,101,898,2,Wake,2022-05-09
97,1828,134,1694,2,Wake,2022-01-28
141,3102,212,2890,2,Wake,2022-01-25
279,4909,241,4668,2,Wake,2022-01-14
314,5343,292,5051,2,Wake,2022-01-19
2,24,5,19,2,Watauga,2021-12-23
2,40,17,23,2,Watauga,2022-02-09
3,39,21,18,2,Watauga,2022-01-22
5,55,26,29,2,Watauga,2022-01-23
5,89,47,42,2,Watauga,2022-01-28
0,1,1,0,2,Wayne,2022-03-19
1,46,26,20,2,Wayne,2021-12-22
3,58,4,54,2,Wayne,2022-01-30
5,51,22,29,2,Wayne,2022-02-09
8,99,61,38,2,Wayne,2022-02-07
14,165,61,104,2,Wayne,2022-01-28
17,191,82,109,2,Wayne,2022-01-31
45,435,206,229,2,Wayne,2022-01-24
56,656,342,314,2,Wayne,2022-01-11
2,45,22,23,2,Wilkes,2022-02-11
2,30,11,19,2,Wilkes,2022-02-17
3,33,11,22,2,Wilkes,2022-02-16
5,26,3,23,2,Wilkes,2022-01-16
5,101,69,32,2,Wilkes,2022-02-08
10,200,44,156,2,Wilkes,2022-01-24
10,57,18,39,2,Wilkes,2022-02-07
13,107,38,69,2,Wilkes,2022-01-27
1,28,7,21,2,Wilson,2022-02-10
3,10,1,9,2,Wilson,2022-02-19
4,95,27,68,2,Wilson,2022-01-31
5,36,11,25,2,Wilson,2022-01-16
9,114,25,89,2,Wilson,2022-01-27
22,190,41,149,2,Wilson,2022-01-25
38,342,72,270,2,Wilson,2022-01-12
38,336,70,266,2,Wilson,2022-01-18
39,430,91,339,2,Wilson,2022-01-10
0,2,0,2,2,Yadkin,2022-03-22
2,21,4,17,2,Yadkin,2021-12-25
2,2,1,1,2,Yadkin,2022-02-27
5,70,13,57,2,Yadkin,2022-01-08
7,50,12,38,2,Yadkin,2022-02-02
3,50,34,16,2,Yancey,2022-01-18
3,32,9,23,3,Alamance,2022-02-13
12,88,10,78,3,Alamance,2022-02-10
13,141,12,129,3,Alamance,2022-02-02
13,139,15,124,3,Alamance,2022-02-04
18,205,15,190,3,Alamance,2022-01-28
20,239,27,212,3,Alamance,2022-01-31
46,557,77,480,3,Alamance,2022-01-18
46,556,44,512,3,Alamance,2022-01-19
53,717,76,641,3,Alamance,2022-01-12
1,10,0,10,3,Bertie,2022-01-29
2,48,10,38,3,Brunswick,2022-02-15
3,29,6,23,3,Brunswick,2022-02-19
4,88,6,82,3,Brunswick,2022-01-29
4,87,20,67,3,Brunswick,2022-01-30
4,114,19,95,3,Brunswick,2022-02-04
6,71,2,69,3,Brunswick,2022-02-05
6,59,9,50,3,Brunswick,2022-02-10
8,392,55,337,3,Brunswick,2022-01-24
44,482,77,405,3,Brunswick,2022-01-19
0,26,4,22,3,Buncombe,2022-03-07
0,36,6,30,3,Buncombe,2022-05-01
6,98,21,77,3,Buncombe,2022-01-29
7,177,77,100,3,Buncombe,2022-02-14
7,115,56,59,3,Buncombe,2022-05-03
8,208,77,131,3,Buncombe,2022-02-08
16,289,47,242,3,Buncombe,2022-01-08
17,235,87,148,3,Buncombe,2022-02-04
21,219,98,121,3,Buncombe,2022-02-07
35,697,213,484,3,Buncombe,2022-01-20
7,97,30,67,3,Burke,2022-02-08
10,110,31,79,3,Burke,2022-02-03
23,292,93,199,3,Burke,2022-01-24
1,28,10,18,3,Cabarrus,2022-02-19
2,23,5,18,3,Cabarrus,2022-02-20
2,14,3,11,3,Cabarrus,2022-03-02
3,59,7,52,3,Cabarrus,2021-12-18
4,46,14,32,3,Cabarrus,2022-02-13
4,19,5,14,3,Cabarrus,2022-03-01
6,97,20,77,3,Cabarrus,2022-02-05
9,117,32,85,3,Cabarrus,2022-01-29
14,199,34,165,3,Cabarrus,2021-12-22
16,182,39,143,3,Cabarrus,2022-02-03
18,209,52,157,3,Cabarrus,2021-12-23
28,313,73,240,3,Cabarrus,2022-01-27
51,679,128,551,3,Cabarrus,2022-01-12
60,636,176,460,3,Cabarrus,2022-01-06
2,36,3,33,3,Caldwell,2022-02-05
5,45,8,37,3,Caldwell,2022-02-11
13,138,28,110,3,Caldwell,2022-02-01
24,187,38,149,3,Caldwell,2022-01-27
2,34,9,25,3,Catawba,2022-02-23
3,69,24,45,3,Catawba,2022-02-05
3,23,10,13,3,Catawba,2022-02-19
6,53,13,40,3,Catawba,2022-02-18
13,114,41,73,3,Catawba,2022-02-10
46,410,156,254,3,Catawba,2022-01-25
53,609,195,414,3,Catawba,2022-01-18
1,20,8,12,3,Cleveland,2022-02-22
3,59,8,51,3,Cleveland,2022-02-09
8,107,19,88,3,Cleveland,2022-02-07
16,93,18,75,3,Cleveland,2022-02-08
34,324,44,280,3,Cleveland,2022-01-20
6,45,18,27,3,Columbus,2022-02-03
8,123,52,71,3,Columbus,2022-01-26
4,42,4,38,3,Cumberland,2022-02-25
6,89,15,74,3,Cumberland,2022-02-12
9,110,10,100,3,Cumberland,2022-02-18
21,406,29,377,3,Cumberland,2022-01-08
24,174,48,126,3,Cumberland,2022-02-10
27,379,51,328,3,Cumberland,2022-02-03
29,470,54,416,3,Cumberland,2022-01-15
53,978,131,847,3,Cumberland,2022-01-14
54,1030,73,957,3,Cumberland,2022-01-25
1,34,3,31,3,Davidson,2022-02-12
1,20,5,15,3,Davidson,2022-02-24
5,94,12,82,3,Davidson,2021-12-22
7,44,11,33,3,Davidson,2022-02-21
10,80,7,73,3,Davidson,2022-01-29
13,152,17,135,3,Davidson,2022-01-02
16,169,28,141,3,Davidson,2022-02-02
16,148,17,131,3,Davidson,2022-02-04
17,198,15,183,3,Davidson,2022-02-01
21,341,36,305,3,Davidson,2022-01-25
70,629,76,553,3,Davidson,2022-01-14
26,350,146,204,3,Duplin,2022-01-19
2,61,5,56,3,Durham,2022-02-13
21,315,20,295,3,Durham,2022-01-21
33,662,27,635,3,Durham,2022-01-25
1,4,1,3,3,Edgecombe,2022-02-06
1,95,3,92,3,Forsyth,2021-12-18
10,93,12,81,3,Forsyth,2022-02-22
13,167,30,137,3,Forsyth,2022-02-10
13,132,18,114,3,Forsyth,2022-02-11
14,357,22,335,3,Forsyth,2022-01-22
15,287,34,253,3,Forsyth,2022-02-03
20,197,37,160,3,Forsyth,2022-02-09
34,726,94,632,3,Forsyth,2021-12-27
55,788,89,699,3,Forsyth,2022-01-25
67,1004,138,866,3,Forsyth,2022-01-18
109,1642,163,1479,3,Forsyth,2022-01-10
1,34,12,22,3,Gaston,2022-02-19
6,58,10,48,3,Gaston,2022-01-16
11,128,31,97,3,Gaston,2022-02-10
15,187,40,147,3,Gaston,2022-02-08
17,280,47,233,3,Gaston,2022-01-08
20,212,35,177,3,Gaston,2022-01-22
22,284,63,221,3,Gaston,2022-01-17
28,387,57,330,3,Gaston,2022-01-27
28,168,39,129,3,Gaston,2022-02-09
69,615,97,518,3,Gaston,2022-01-03
88,839,157,682,3,Gaston,2022-01-11
2,45,7,38,3,Guilford,2022-03-02
2,47,10,37,3,Guilford,2022-03-04
2,23,3,20,3,Guilford,2022-03-15
3,105,27,78,3,Guilford,2022-02-22
4,185,40,145,3,Guilford,2022-02-11
4,91,24,67,3,Guilford,2022-02-13
4,94,32,62,3,Guilford,2022-02-23
6,157,36,121,3,Guilford,2022-02-16
9,117,21,96,3,Guilford,2022-02-06
12,238,41,197,3,Guilford,2022-02-08
15,156,22,134,3,Guilford,2022-06-10
19,300,56,244,3,Guilford,2022-02-07
29,423,113,310,3,Guilford,2022-01-17
29,471,82,389,3,Guilford,2022-02-01
48,897,85,812,3,Guilford,2022-01-25
0,15,4,11,3,Halifax,2022-01-30
0,23,6,17,3,Harnett,2022-02-13
4,70,13,57,3,Harnett,2022-02-10
14,392,119,273,3,Harnett,2022-01-25
5,130,36,94,3,Haywood,2022-01-05
8,46,27,19,3,Haywood,2022-02-21
11,187,63,124,3,Haywood,2022-01-10
6,71,28,43,3,Henderson,2022-01-15
6,22,10,12,3,Henderson,2022-02-13
8,104,53,51,3,Henderson,2022-01-17
8,91,34,57,3,Henderson,2022-02-09
9,100,32,68,3,Henderson,2022-02-03
12,147,54,93,3,Henderson,2022-01-26
14,188,35,153,3,Henderson,2022-01-07
30,264,118,146,3,Henderson,2022-01-20
5,101,32,69,3,Iredell,2022-01-30
10,175,56,119,3,Iredell,2022-01-22
12,202,100,102,3,Iredell,2022-01-23
21,373,99,274,3,Iredell,2022-01-07
23,218,63,155,3,Iredell,2022-01-08
29,473,104,369,3,Iredell,2022-01-14
32,376,106,270,3,Iredell,2022-01-26
43,568,220,348,3,Iredell,2022-01-18
6,99,24,75,3,Johnston,2022-02-11
8,69,15,54,3,Johnston,2022-02-12
11,143,32,111,3,Johnston,2022-02-08
13,125,27,98,3,Johnston,2022-01-30
18,186,44,142,3,Johnston,2022-02-04
42,600,110,490,3,Johnston,2022-01-25
4,34,7,27,3,Lee,2022-02-08
4,24,5,19,3,Lenoir,2022-02-09
10,90,23,67,3,Lincoln,2022-02-04
23,306,88,218,3,Lincoln,2022-01-13
35,337,83,254,3,Lincoln,2022-01-19
11,105,25,80,3,Macon,2022-01-20
1,12,0,12,3,Madison,2022-01-09
3,60,21,39,3,McDowell,2022-02-10
9,37,11,26,3,McDowell,2022-02-11
3,122,28,94,3,Mecklenburg,2022-02-20
6,193,24,169,3,Mecklenburg,2022-02-12
6,82,15,67,3,Mecklenburg,2022-03-03
7,177,30,147,3,Mecklenburg,2022-02-13
14,221,37,184,3,Mecklenburg,2022-02-18
20,299,43,256,3,Mecklenburg,2022-02-16
23,354,45,309,3,Mecklenburg,2022-02-05
31,456,82,374,3,Mecklenburg,2022-02-10
55,911,130,781,3,Mecklenburg,2022-02-02
62,1162,142,1020,3,Mecklenburg,2021-12-26
69,1145,161,984,3,Mecklenburg,2021-12-24
82,1334,154,1180,3,Mecklenburg,2022-01-27
105,1651,196,1455,3,Mecklenburg,2021-12-22
112,1886,191,1695,3,Mecklenburg,2021-12-23
113,1725,325,1400,3,Mecklenburg,2022-01-08
187,3061,361,2700,3,Mecklenburg,2022-01-14
0,19,4,15,3,Moore,2022-02-06
3,26,11,15,3,Moore,2022-01-16
17,182,34,148,3,Moore,2022-01-26
4,27,2,25,3,Nash,2022-02-15
26,163,26,137,3,Nash,2022-01-31
0,20,3,17,3,New Hanover,2022-02-25
1,41,15,26,3,New Hanover,2022-02-12
1,90,28,62,3,New Hanover,2022-02-14
4,53,12,41,3,New Hanover,2022-02-21
16,196,53,143,3,New Hanover,2022-02-03
18,508,128,380,3,New Hanover,2022-01-25
24,361,78,283,3,New Hanover,2022-01-27
31,770,217,553,3,New Hanover,2022-01-24
43,742,132,610,3,New Hanover,2022-01-11
4,49,12,37,3,Northampton,2022-01-24
1,7,2,5,3,Onslow,2022-03-10
2,59,6,53,3,Onslow,2022-02-16
4,199,37,162,3,Onslow,2022-02-03
7,273,22,251,3,Onslow,2022-01-23
10,159,22,137,3,Onslow,2022-02-04
21,305,39,266,3,Onslow,2022-01-27
27,516,89,427,3,Onslow,2022-01-25
76,1042,137,905,3,Onslow,2022-01-10
1,20,1,19,3,Pitt,2022-02-12
1,11,2,9,3,Pitt,2022-02-19
3,48,7,41,3,Pitt,2022-02-05
1,51,12,39,3,Randolph,2022-02-14
1,31,7,24,3,Randolph,2022-02-18
1,36,12,24,3,Randolph,2022-02-21
5,44,15,29,3,Randolph,2022-02-05
11,84,29,55,3,Randolph,2022-02-09
30,403,107,296,3,Randolph,2022-01-20
3,53,22,31,3,Robeson,2022-01-29
3,44,15,29,3,Robeson,2022-02-11
4,56,24,32,3,Robeson,2022-01-30
5,49,27,22,3,Robeson,2022-02-05
11,166,57,109,3,Robeson,2022-01-28
16,195,60,135,3,Robeson,2022-01-27
0,2,0,2,3,Rockingham,2022-03-09
1,38,1,37,3,Rockingham,2022-01-29
8,72,8,64,3,Rockingham,2022-02-02
9,84,22,62,3,Rowan,2022-01-22
9,82,9,73,3,Rowan,2022-02-10
9,68,4,64,3,Rowan,2022-02-11
28,279,43,236,3,Rowan,2022-01-26
43,402,43,359,3,Rowan,2022-01-04
50,477,89,388,3,Rowan,2022-01-24
63,610,96,514,3,Rowan,2022-01-11
66,561,60,501,3,Rowan,2022-01-12
4,55,12,43,3,Rutherford,2022-02-04
13,115,42,73,3,Rutherford,2022-01-31
1,10,2,8,3,Stokes,2022-01-16
1,14,2,12,3,Stokes,2022-02-18
2,56,9,47,3,Stokes,2022-01-22
11,80,18,62,3,Stokes,2022-01-06
2,14,10,4,3,Surry,2022-01-16
